------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Individual>/files/content>post>requests ('10 per 1/second' and '4 per 1/second')
             L2.3 AMBIGUITY CONFLICT: in  Individual>/files/content>post>requests ('10 per 1/second' and '4 per 1/second')
         NOK LIMITATION VALIDITY in Individual>/files/content>post>requests (l0='50000 per 1/day'; l1='10 per 1/second'; l2='4 per 1/second'; ) NOK
           everyLimitIsValid=true
           !existsConsistencyConflicts=false
           !existsAmbiguityConflicts=false
       NOK PLAN VALIDITY in (Individual) NOK
         everyLimitationIsValid=false
         !existsConsistencyConflicts=true
         !existsRelatedMetricConsistencyConflict=true
             L4.2 COST CONSISTENCY CONFLICT in plan 'Individual'|'Starter' in >rates>/files/upload_sessions/{SESSION_ID}>get>requests ('60 per 1/minute' > '12 per 1/minute' AND NOT '0 >= 4.5')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Individual'|'Starter' in >rates>/files/upload_sessions/{SESSION_ID}/parts>get>requests ('60 per 1/minute' > '12 per 1/minute' AND NOT '0 >= 4.5')
  UNUSED METRIC 'users'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=false
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\clarifai.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNDEFINED METRIC otherRequests in Business>/v2/models>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/versions>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/versions>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/versions>get>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/versions>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/versions>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/versions>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/versions>post>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/versions>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/workflows/{workflow_id}/results>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/workflows/{workflow_id}/results>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/workflows/{workflow_id}/results>post>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/workflows/{workflow_id}/results>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/feedback>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/feedback>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/feedback>post>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/feedback>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/searches/feedback>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/searches/feedback>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/searches/feedback>post>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/searches/feedback>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/concepts>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/concepts>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/concepts>post>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/concepts>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/concepts>patch>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/concepts>patch>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/concepts>patch>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/concepts>patch>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/concepts/searches>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/concepts/searches>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/concepts/searches>post>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/concepts/searches>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/searches>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/searches>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/searches>post>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/searches>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}>get>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/inputs>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/inputs>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/inputs>get>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/inputs>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/output_info>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/output_info>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/output_info>get>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/output_info>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/versions/{version_id}>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/versions/{version_id}>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/versions/{version_id}>get>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/versions/{version_id}>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/versions/{version_id}>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/versions/{version_id}>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/versions/{version_id}>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/versions/{version_id}>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Business>/v2/models/{model_id}/versions/{version_id}/inputs>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Business>/v2/models/{model_id}/versions/{version_id}/inputs>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Business>/v2/models/{model_id}/versions/{version_id}/inputs>get>searchRequests 
  UNDEFINED METRIC otherRequests in Business>/v2/models/{model_id}/versions/{version_id}/inputs>get>otherRequests 
  UNDEFINED METRIC inputs in Enterprise>/v2/inputs>post>inputs 
  UNDEFINED METRIC inputsPerCall in Enterprise>/v2/workflows/{workflow_id}/results>post>inputsPerCall 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/outputs>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/outputs>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/outputs>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/outputs>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/outputs>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/outputs>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/outputs>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/outputs>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/inputs>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/inputs>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/inputs>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/inputs>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/inputs>patch>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/inputs>patch>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/inputs>patch>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/inputs>patch>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/inputs>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/inputs>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/inputs>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/inputs>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/inputs>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/inputs>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/inputs>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/inputs>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/inputs/status>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/inputs/status>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/inputs/status>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/inputs/status>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/inputs/{id}>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/inputs/{id}>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/inputs/{id}>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/inputs/{id}>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/inputs/{id}>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/inputs/{id}>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/inputs/{id}>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/inputs/{id}>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/searches>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/searches>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/searches>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/searches>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models>patch>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models>patch>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models>patch>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models>patch>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/versions>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/versions>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/versions>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/versions>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/versions>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/versions>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/versions>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/versions>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/workflows/{workflow_id}/results>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/workflows/{workflow_id}/results>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/workflows/{workflow_id}/results>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/workflows/{workflow_id}/results>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/feedback>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/feedback>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/feedback>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/feedback>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/searches/feedback>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/searches/feedback>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/searches/feedback>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/searches/feedback>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/concepts>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/concepts>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/concepts>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/concepts>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/concepts>patch>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/concepts>patch>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/concepts>patch>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/concepts>patch>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/concepts/searches>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/concepts/searches>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/concepts/searches>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/concepts/searches>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/searches>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/searches>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/searches>post>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/searches>post>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/inputs>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/inputs>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/inputs>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/inputs>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/output_info>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/output_info>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/output_info>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/output_info>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>get>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>delete>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>delete>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>delete>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}>delete>otherRequests 
  UNDEFINED METRIC imagePredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/inputs>get>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/inputs>get>videoPredictRequests 
  UNDEFINED METRIC searchRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/inputs>get>searchRequests 
  UNDEFINED METRIC otherRequests in Enterprise>/v2/models/{model_id}/versions/{version_id}/inputs>get>otherRequests 
  UNDEFINED METRIC inputs in PublicSector>/v2/inputs>post>inputs 
  UNDEFINED METRIC inputsPerCall in PublicSector>/v2/workflows/{workflow_id}/results>post>inputsPerCall 
  UNDEFINED METRIC imagePredictRequests in PublicSector>/v2/models/{model_id}/outputs>post>imagePredictRequests 
  UNDEFINED METRIC videoPredictRequests in PublicSector>/v2/models/{model_id}/outputs>post>videoPredictRequests 
  UNDEFINED METRIC searchRequests in PublicSector>/v2/models/{model_id}/outputs>post>searchRequests 
  UNDEFINED METRIC otherRequests in PublicSector>/v2/models/{model_id}/outputs>post>otherRequests 
